Publish Time,Title,Position,Read Count,Like Count,View Count,Link
2024-02-03 20:23:00,单位里，坏到骨子里不能深交的同事，身上都有这 6 个特点,1,59404,113,58,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247485771&idx=1&sn=2781acb18ad5ae9fc2a6c0a2dd503f36&chksm=ebadc002d2493d1d4dc9f12a2afd514623165803514c7677cc84a0d0e4cb9e472960b4a61444&scene=126&sessionid=0#rd
2024-04-10 21:55:00,单位里，无论领导多么信任你，这4件事都别干！,1,59119,74,27,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247486755&idx=1&sn=809ef9d778013a623d84791e0568640a&chksm=eb23afe17a0479956cea44efe069bbff9146132c827db380332f6e1aed807f6157c392eed4fc&scene=126&sessionid=0#rd
2024-04-03 21:00:00,单位里，一定要坚持做这4件事：1、给领导朋友圈点赞；2、多赞美领导和同事；3、投资自己的成长；4、拒绝不合理的人和事,1,58085,68,31,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247486644&idx=1&sn=365cf507ff3c8ada7fc064020d6d91d6&chksm=eb3c94c914149cc145d37d67c781aa81ac9a7dc7cf9e783cba9b84edbcbecc74a0c8e6502f46&scene=126&sessionid=0#rd
2024-06-03 21:08:00,观察单位里“心眼坏”的人，会发现他们都爱打听这些事：1、打听你的人脉；2、打听你的收入；3、打听你的喜恶；4、打听你对人和事看法,1,57177,108,30,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487764&idx=1&sn=16235da92c5eea40d37244fae8e29e35&chksm=eb2b79bc3cd4e4e4e84e8f7e877517d87bc637240d15a149cf258f6a802e0f6d1871314c4b40&scene=126&sessionid=0#rd
2024-02-23 21:28:00,有7件事，永远不要向领导汇报,1,57175,45,21,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247486012&idx=1&sn=15e872eb896f0d489d44df7acb630645&chksm=eb3b7b57cd9ee048e6d9418ab70ded80da309c76983537c4b05f165c475770a5ed4d60ec8edd&scene=126&sessionid=0#rd
2024-04-23 20:36:00,领导最想裁掉的员工：1、教领导做事；2、比领导更像领导；3、当众顶撞领导；4、背后议论领导；5、藐视领导定的规矩,1,57069,125,44,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247486948&idx=1&sn=efe9a0a863e0bf5d6b5e05d081be5ab0&chksm=eb1efdb43d077b21324fa6b892f3adcb2d6fa4bb9e42c2763b001661d21546a721a7559be87e&scene=126&sessionid=0#rd
2024-02-08 20:38:00,给领导发拜年短信，老实人发“新年快乐”被冷落，高情商的人这么发,2,56225,45,15,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247485829&idx=2&sn=db08cff9d97c81242c3e1ceb3a2df1eb&chksm=ebb61362dd1921cf8a9621e40d0b1ed8d2393e711042459a702407e93a10f299e10a44a457e2&scene=126&sessionid=0#rd
2024-05-17 21:10:00,在单位，如果有人冤枉你，给你甩锅，永远不要拿着喇叭自证清白，更不要跟同事撕破脸，而是反思怎么让别人不敢甩锅,1,55578,154,46,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487364&idx=1&sn=b7377772ec694533dcb994ea7fa5630b&chksm=ebdfab39358ac4fc38656085d0177274ea0762ffdb1be239887dd6dc5f522151aee22cd21ea9&scene=126&sessionid=0#rd
2024-04-25 21:40:00,离职前才知道的残酷真相：1、领导真爱的唯一方式，是升职加薪；2、今天是骨干，明天可能是骨灰；3、聪明工作，有限努力,1,52600,127,40,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247486974&idx=1&sn=5a59b21d8b4403ff56cb08e1d106c114&chksm=eba8c2d7756eaac5db7312b32a9ac10f17d2a572891b6f29e0b4f0c83f0132bbf3ac89ad4aab&scene=126&sessionid=0#rd
2024-06-01 20:14:00,永远不要在同事面前，随便说这6句话，让人很反感,1,52001,108,34,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487748&idx=1&sn=21ffc8e5b4d41e3484dc0f99eea9b38f&chksm=eb7fc605a6034c810d40eaed243b6851110b743bed99c5d0f4745e71bd06bd1e158e3158bafc&scene=126&sessionid=0#rd
2024-01-22 19:00:00,领导最讨厌的7种称呼，情商越低的人越喜欢叫！,2,49485,43,12,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247485610&idx=2&sn=02f16338584f28cfcd737a7983588e8b&chksm=eba508ce83ac7cae319b3b4bad5899952703a6360ac6a6f924f7abc524dbd1ea9dde6819ed5f&scene=126&sessionid=0#rd
2024-03-03 19:43:57,在单位，只要过了35岁，不管多有本事，都要和这 4 种人搞好关系,1,48818,62,21,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247486112&idx=1&sn=76a8d052af49ec0f1432a79b041489ed&chksm=eb49c61dfb4959af588615545ad9ccb41fcf5b90019bf0f64b1becae36b8d431f56991bd1c65&scene=0&xtrack=1#rd
2024-03-12 19:28:00,和同事相处请牢记，不交三底，不帮三忙！,1,48498,95,39,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247486273&idx=1&sn=620c19cc5b5186602c4cb1a5bb1083ca&chksm=eb3e0bcae6cf8d0b04484c4e43ffa0548fdecd22dacd4d389ac26ecf0c5b66189f55628fc7f8&scene=126&sessionid=0#rd
2024-01-29 19:36:00,领导最爱提拔的 4 种人，不会也要装一装，其中有你吗？,1,48285,59,19,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247485712&idx=1&sn=240bc09626e1da449604dce30d1be31d&chksm=eb34f33421527ba6f836d95d7131a6dec7bacfdbda6b37874712b230c33d94d8d0ebd4239d1e&scene=126&sessionid=0#rd
2024-03-06 19:44:00,在领导面前，永远要戒掉这3个字,1,45787,43,15,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247486205&idx=1&sn=e3c6941b5abedb710082b0ba2d1c5294&chksm=ebaa3828bcbd8e6b45829b3e1cedae40cf22d75a9aee8b008b2992ab1e4d0ab994ee5228e0c5&scene=126&sessionid=0#rd
2024-04-15 21:22:00,单位内，请停止做这6件事：1、八卦；2、过度加班；3、不必要的会议；4、混日子；5、顶撞领导；6、一上班就埋头苦干,1,44446,51,19,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247486851&idx=1&sn=cf9185a97254e87b1a98dd0a85d04e17&chksm=ebbf4555cee3afdc5942fc1b5206faaa5d5de155bdea95f066b620169279506252ff6fd90beb&scene=126&sessionid=0#rd
2024-05-14 21:31:00,观察单位里“城府很深”的人，都有这些共同特点：1、看破不说破，说话留三分；2、善于控制情绪；3、几乎不聊私事；4、力都用在暗处,1,43955,123,40,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487260&idx=1&sn=4a80accbf0eced5b9bc3e790a869adde&chksm=eba3abbaa19c8a88e334bf920efd02bbd436c1b81b68d44dd712607c76aec9a0f3a25ed13f1a&scene=126&sessionid=0#rd
2024-05-27 21:28:00,在单位，有这3个迹象，你该离职了：1、收入和付出长期不对等； 2、领导和同事始终不认可你； 3、个人成长停滞，长期内耗,1,43242,98,25,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487474&idx=1&sn=24430e3e1e6a6d83588f79945012dfb7&chksm=ebd97deeb32694073ff819d0c42030ada760bac50bbb455aa109457c269651a894d86c4e1e4b&scene=126&sessionid=0#rd
2024-04-22 21:19:00,能力强的人，得不到提拔，大都具有这4个毛病,1,42043,88,34,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247486937&idx=1&sn=db6bcd82eed11e82e3c087d5dcafcd99&chksm=eb380ffc52ccd23a8dbc055ad6fb39da00e1342f3ba8bdc0e646eda68ed31cf00e2f8b24cb8b&scene=126&sessionid=0#rd
2024-04-12 20:30:00,单位里，领导想提拔你，会有5个表现：1、强调你的贡献；2、给予关键任务；3、耐心指导你；4、给你发言的机会；5、带你参加高层会议,1,41077,52,11,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247486803&idx=1&sn=27f1135e3719e0e955b0c0dbfff8168a&chksm=eb641eb6205f39699fda27dbd45589e51c5f27c2fca20bece1aba0467fa6f88ee3d9ba336526&scene=126&sessionid=0#rd
2024-05-09 22:01:00,观察单位里“从不内耗”的人，都做到了这4个不怕：1、不怕得罪同事；2、不怕犯错挨骂；3、不怕自己不会；4.不怕吃眼前亏,1,40745,94,31,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487197&idx=1&sn=6ebec70f4d81fc8048a079c5ff38262f&chksm=ebe5c4433694b08bd9a9125fe778c1590e7567f54df34c7e510b4e8d0d0b9d624ef07c93dc0b&scene=126&sessionid=0#rd
2024-05-05 22:50:00,单位里，永远不要说出这2个字！,1,40531,61,21,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487149&idx=1&sn=6c293a820065eff8177f2464074abd69&chksm=eb60d33ab5b807ef26f305a1c022093904bddbb6a3e410f78046a4bcf570ac8b780b1e935243&scene=126&sessionid=0#rd
2024-04-16 21:07:00,单位里，一个人要“改命”， 必须抓住4个机会：1、领导批评你时；2、领导遇到难题时；3、集体头脑风暴时；4、自己默默无闻时,1,39518,82,27,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247486865&idx=1&sn=92a9829be96a6cc5046620c561327e1c&chksm=ebe9e56fdd759ee1a5e6a6f039b5548003ff0be00442454727a6f2e3a56b4a906f1f5805362f&scene=126&sessionid=0#rd
2024-03-09 20:39:00,想让领导不敢惹你，不用靠背景，做到这3点就够了！,1,39436,68,20,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247486232&idx=1&sn=14c482ce17cba682e475ab95d0f32cbd&chksm=eba5a7750b3db901ed775cbee5afbb23709b30a1f7d999e6413ccf1d748df662fc23e756dc96&scene=126&sessionid=0#rd
2024-05-12 20:54:00,单位里，活得通透的人：1、不把加班当功绩；2、不把领导当成神 ；3、不把同事当朋友；4、不把忙碌当充实,1,39339,124,38,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487237&idx=1&sn=d0a80d97d716cbd969fec476f9295a02&chksm=eb7d33dfbdceb7fd8f58a659e5db78fa5b835e52e614fdbfa8c497fec75b2eb790cb0fa8ff0c&scene=126&sessionid=0#rd
2024-06-16 19:20:00,在单位，有4条路你永远不要挡，你要是挡了，工作就难了：1、不要挡领导的财路；2、不要挡同事的快路；3、不要挡小人的小路...,1,38750,109,26,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487905&idx=1&sn=4a0cb836e0654260f258f93f637f6a85&chksm=eb1c557957e99b69440a5269d94c921e7f8cf2b9d61d346c881b6a30295b604cbb1f954ceb42&scene=126&sessionid=0#rd
2024-04-29 19:00:00,想被领导提拔，最简单粗暴的2个办法,1,38349,87,27,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487029&idx=1&sn=f0846d56590f0c3055e79ff1f03dedaa&chksm=ebb1424c2edbb5d37fd736caa98120173c7d69719fca7d4b6393aa61e323c5157bc3dafd9ff5&scene=126&sessionid=0#rd
2024-05-04 22:42:00,领导最烦的3种员工，工作再努力，也不会提拔,1,36237,44,12,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487141&idx=1&sn=04669d7a88c58672b2d5ebe54e100bdc&chksm=eb1dc71b9b462527b0f578280c44eaffc15e67cc8a691877149671fb85a4ba6043a2d6c3ab60&scene=126&sessionid=0#rd
2024-02-01 19:00:00,单位里，领导眼中最廉价的员工，不是穿不起名牌的你，也不是端茶倒水的你，而是这5种！,1,35895,59,33,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247485752&idx=1&sn=fc3c52061a0912be497d880466103ef7&chksm=eb7ce54c448dc6152048af5002f312c099032d46efea875e4a7e7428ffdc96fa9e3f179cfe8e&scene=126&sessionid=0#rd
2024-04-30 19:00:00,单位里，我见过最愚蠢的行为：就是无论大事小事，连准备都没有，就一头扎进领导办公室开始汇报，真的很傻,1,34732,54,17,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487040&idx=1&sn=5ff61f2b5292a86b6868d0f1d8b0fa99&chksm=ebcc812988f95d56d68c7ac86e55377424d57021c46c6100c8c1efdf8e3e61e025aab1413351&scene=126&sessionid=0#rd
2024-04-21 19:47:00,领导有没有把你当自己人，看这5点就够了，真的太准了,1,34294,80,31,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247486924&idx=1&sn=12fe262b413132192a31b07a1e247859&chksm=ebe65748d10d9f5e7f97b202e3772d35e7f668095ce56f5cd009b6dd3efb81695951185cb36e&scene=126&sessionid=0#rd
2024-04-11 22:00:00,​领导对你有这7个行为，说明他讨厌你，别再傻傻地埋头工作了,2,33657,30,12,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247486780&idx=2&sn=acba9374920cf47090eb481c717f5d50&chksm=eb930de6bed628fb4b5d9abc3dc6cecdbc8fe6539f8357bf2285f4cd04dd24f93483b521631c&scene=126&sessionid=0#rd
2024-04-26 20:56:59,领导安排这4件事，聪明的人选择推脱，老实人却抢着做,1,33546,76,34,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247486985&idx=1&sn=51ff2dcbba4fb17c130b5a9fa2c5d445&chksm=ebac6867f87bf6e3addeba402900008385d4b8b6710545b37e8e7d53a5e9c1aedb350f8f3d48&scene=126&sessionid=0#rd
2024-06-14 21:29:00,在单位，没人告诉你的人情世故：1、不要空口道谢；2、不要越级表现；3、不要好为人师；4、答应要磨叽，拒绝要果断；5、坚信利益至上,1,33392,159,49,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487887&idx=1&sn=9b5b12045c1e914f67c6d4ef9244eace&chksm=ebef9a137b030be0cf9de8e5e9c277908c66255b8df83e03e58bfc2a80f4aeb6af8782e65120&scene=126&sessionid=0#rd
2024-02-10 19:00:00,​领导对你有这7个行为，说明他讨厌你，别再傻傻地埋头工作了,1,32285,37,17,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247485869&idx=1&sn=b3516f2fa4dbfa9d5da51a857799791d&chksm=ebe093e02ac5b98bcf5da3603ff1b9e63499f953e4c895e6e9f498d32a655e1de36daa1f4ddf&scene=126&sessionid=0#rd
2024-06-08 21:38:00,领导跟你说这5句话，不是关心你，是在敲打你，别再傻傻不知道了,1,32248,77,23,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487832&idx=1&sn=bb4c1ea6823521d33fc39717876ec89b&chksm=eb07c02bd929531d66934ea18d583493632cf8c20b3b373fd7ecb7e226796704b5f7f0d756f1&scene=126&sessionid=0#rd
2024-06-21 21:12:00,永远不要轻信你的同事，尤其要警惕这4种话,1,32001,136,42,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487964&idx=1&sn=be61705e4ab9f11ec45868e508c4f5d4&chksm=eb0c772decae7b24947f3d126591b9c3a22eaead3db58124dc51da39dafe17946068eab02dc7&scene=126&sessionid=0#rd
2024-05-20 23:04:00,单位里，提拔快的人，不愿意告诉别人的“适当法则”：1、适当露一手能力；2、适当亮一下关系；3、适当发一发脾气；4、适当留一手,1,30582,98,30,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487403&idx=1&sn=adab287f32cef11948fc7d8be5f665e3&chksm=eb448d8be23f7950b8a4d4163ac03e223e37ceca2ff76d266375f99442127a33456d34a0fa96&scene=126&sessionid=0#rd
2024-05-29 21:13:00,不管在哪里上班，要想混得开，永远记住这4件事：1、不要和同事明面闹红脸；2、不要同情任何人；3、不要敬怕领导；4、不忽略自我成长,1,30478,188,50,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487644&idx=1&sn=153115ebf65d0da3e658bfa19bf39568&chksm=ebd48dc252ffc15af273a0a601297a57934cdc75228a9bda0495e316961bb8136ac6f8a1e2d0&scene=126&sessionid=0#rd
2024-04-07 19:47:00,20年资深老HR建议：1、不要轻易接受降薪；2、不要轻易签字调岗；3、不要害怕HR威胁；4、跟HR单独谈话一定要录音,1,30467,42,20,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247486702&idx=1&sn=13a9fa7f51844f8aef766e22b83a0245&chksm=ebe228db84a3bf73b56945516cd3ce9e65e5fe85e816bc60161a1d94651778cfda2a142072d4&scene=126&sessionid=0#rd
2024-05-08 21:32:00,单位里，领导对你不好的原因，只有3点最真实：1、领导对你有误会；2、你没进领导核心圈子；3、你没机会在领导面前表现,1,30399,53,18,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487183&idx=1&sn=626bb2ece0fdebd583ff5e22e06359dc&chksm=eb7ebd24b50d6fab3f046f33efa6c88cab77f11fa8aa4d9deae235f556dbcbd9fe48c6635983&scene=126&sessionid=0#rd
2024-04-19 21:14:00,和领导搞好关系，要牢记这8个字,1,29614,93,30,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247486902&idx=1&sn=c10f8ffcf86af9a16195ff0d7b75c4c4&chksm=ebc7df9c9a128a386086034d966d458fea101f6f32a1847809319aafc11f9de98d068dd07493&scene=126&sessionid=0#rd
2024-02-12 19:07:00,研究了25位女领导发现：适合当领导的女性，都有这7个特质！,1,29285,42,19,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247485888&idx=1&sn=44a905dc3e2e5ea7fd9fcb82f9767786&chksm=ebf15308fd66e7b1f4963a4adbfc9661448158b0f811598f9e84c1535e2a317de81a05cb7dd1&scene=126&sessionid=0#rd
2024-01-21 19:02:00,和同事说话长点心，这5句话千万别说！,1,28682,51,21,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247485595&idx=1&sn=f3388c501166724cc062c895d2332bca&chksm=eb4c7141fb9d81f318edb76340eafe3e90e4078634808cc64ae8679b0d425ebf9f108a9e4583&scene=126&sessionid=0#rd
2024-06-07 21:34:00,观察单位里“吃得开”的人，都有这些共同特点：1、情商高，会夸人；2、业务能力强；3、有边界，会装傻；4、情绪稳，不怕吃小亏…,1,26788,87,26,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487823&idx=1&sn=033a8d7f58a45e25e93af21c1c8e9279&chksm=eb1de0e27893206a1226fbc3f4fb2a0140d023f4e02a5d12ee78c8e8204ba50c8d61d2572c14&scene=126&sessionid=0#rd
2024-04-27 12:05:32,领导向你打听这5件事，即使你知道也决不能说,2,26608,52,24,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487005&idx=2&sn=47ad2df99f8058200fe89742942816b1&chksm=eb1674cd7993c268d3847b2c850fee50297338cd2682122167945d8cbf6533a3203e4d17075b&scene=126&sessionid=0#rd
2024-05-10 21:10:00,单位里，工作能力强的人都有这些特点：1、接受工作，先问标准；2、开展工作，明确计划；3、请示工作，带着方案4、汇报工作，先说结果,1,26570,106,40,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487213&idx=1&sn=2ae1e1b5fb54f5c8c126f64cf703f303&chksm=ebfc7d7c89a0d2f35b1f1fde692e3a0b22a562e64aa4d25d1e7a28fe9d43bd6c1d0d0ac02a6d&scene=126&sessionid=0#rd
2024-06-23 21:20:14,单位里，和领导打交道的5个潜规则：1、学会送小礼；2、不要抢领导风头；3、不要越级汇报；4、不要没大没小；5、给领导预留指导空间,1,26441,80,35,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247488011&idx=1&sn=cb41e846154f5efff581be13db38fd93&chksm=ebc386deffb69cdd0fd9e6b3768bf6df49d799123d85d453695e1343886cb63a2624eae94db0&scene=0&xtrack=1#rd
2024-05-03 20:52:00,真正对你好的领导，就这4个字！,1,25998,109,38,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487097&idx=1&sn=1b300c964a37d79e2cfd942344c41df2&chksm=eb8c8b1370ccc385a891902af366aeabc239e79819c2de9998cef13d0368acc4ba088af971df&scene=126&sessionid=0#rd
2024-06-11 21:12:00,单位里，越是没水平的领导，越爱对下属说这4句话：1、按我说的做；2、开会再做决定；3、不想干就滚蛋/扣钱......,1,24848,77,32,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487859&idx=1&sn=99ab5ac72f2bd9a50adefc9ba3ab6d2c&chksm=eb9424192eb9228010717c2fe3ee5834fc557fe28bc90a415e7567a1b7289f9f48c78c9a660c&scene=126&sessionid=0#rd
2024-01-28 19:43:00,即兴讲话的3个常用套路，再也不怕没话可讲！,1,24392,66,28,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247485695&idx=1&sn=a47b32ef9578a82d4ea9b7615e1bbeb5&chksm=eb60a44471bb6795ec2816e1ec55e4d8927b66379ac57169e97435ab2c70e77fc94982d97f19&scene=126&sessionid=0#rd
2024-04-14 20:15:00,单位里，年过35岁最大的悲哀，不是被00后管，而是工作这么久了，还深信这4种底层思维,1,24371,50,12,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247486839&idx=1&sn=01242f8848e1ccd4c46dc97a15d11d19&chksm=ebe54b9ca0489c523aa3a9fb69ff2fc95531b9cb6f16dddc21defe53cfce058aed15dcabef69&scene=126&sessionid=0#rd
2023-12-29 20:56:00,领导有没有把你当“亲信”，透过“5件事”可以判断，别再傻干了,1,23929,29,12,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247485231&idx=1&sn=e97f3b30969cd2a6300a8f8d56e4bed3&chksm=ebf476ecbf389f8e9b379e19af291c77a307996e5bd4a37b772d4b8c5d24b8c53a1dbcc9badb&scene=126&sessionid=0#rd
2024-02-02 22:26:00,给领导送礼，要规避这4个“禁忌”,1,23655,36,17,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247485761&idx=1&sn=199b095227c23dfce829a248c1513e35&chksm=eb8e55607dcab70135c98e73a0a293b9a758cc712841c89e3b8d7e579fb3b39aeab0013eba90&scene=126&sessionid=0#rd
2024-02-09 19:40:00,2024年最高级的祝福语：龙行龘龘，前程朤朤，生活䲜䲜！,1,23301,68,46,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247485852&idx=1&sn=49a46983820d38628f5148714aa38155&chksm=eb9e8d49bdfee40b4e7575460d6b0608151b639cdfabee1944c09971e690c973f68bd3e6a581&scene=126&sessionid=0#rd
2024-05-18 20:16:00,观察单位里“从不内耗”的人，都有这些共同特点：1、领导的评价，不过分在意；2、同事的话，不往心里去；3、永远清楚自己真正要什么,1,22409,86,31,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487374&idx=1&sn=12948a91ba3afdb20f91ff4cee1fbf49&chksm=ebba9bbc7070e74c06993d5d4604374650765f5a6143bcb35b4535604b6c1cf93ea24ed228a2&scene=126&sessionid=0#rd
2024-06-12 22:03:00,在单位，请记住：1、工作受了委屈，理直气壮喊出来；2、身体不舒服，别怕请病假；3、工作负担太重，大大方方找领导谈，戒掉唯唯诺诺…,1,21847,117,36,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487871&idx=1&sn=3b67ccfe466a79bc0e99ae6378068076&chksm=ebe75e650dd84507e778ee8ffa1059562d19538d238a8aa280f9e7e7a30ea0202d3f13bc475e&scene=126&sessionid=0#rd
2024-01-19 19:00:00,单位里，被同事抱团排挤，不要离职更不要示弱，这4招轻松应对！,1,21619,57,21,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247485562&idx=1&sn=4914ebaec68ac678a18e730a176dc6cc&chksm=eb04886e1d4048fdcb8c2c87addd9219d2a0598a5c6c2dcd41c41538694be8f4ed3990e91c9e&scene=126&sessionid=0#rd
2024-01-25 19:43:00,领导最厉害的整人手段，绝不是打压，而是这4招！,1,21432,64,23,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247485656&idx=1&sn=3f454f5cf84b9e00510cd19be8e6a8ab&chksm=ebbc1074aeb0fcb8c61540015583b8049c406ab4c6a8ac655fae32efae29623eeb981a428dad&scene=126&sessionid=0#rd
2024-06-09 20:42:00,单位里，永远要记住：人过35岁，不管多有本事，也要和这 4 种人搞好关系,1,20416,75,21,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487837&idx=1&sn=85e445335503cccdb58a6c6b110295b5&chksm=eb5c02a96fdab7440488a5773097c0d2bfd64f8c49565d26202438df35a445373c2c35b65920&scene=126&sessionid=0#rd
2024-06-15 21:08:00,有这4种信号，说明你被同事孤立了,1,19802,94,26,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487895&idx=1&sn=c064cd94f3932a6ec1c77aa1be15d359&chksm=eb0829f3c802866dd3358f000311123c0adc500840229b2271cdb971598b56b396d7e78fd513&scene=126&sessionid=0#rd
2024-01-09 19:38:00,​单位上，领导说“能者多劳”，员工回了四个字，领导沉默了！,1,19367,63,25,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247485406&idx=1&sn=5237682a041ab256dd253cde0fae7f4b&chksm=eb46c275b0fbfcfd7933c8f52ded7b15eb84a69ae4ee301e98d60e08fe084a1db5680dfdd07a&scene=126&sessionid=0#rd
2024-05-24 22:01:44,单位里，“最恶心人”的同事，有4大表现：1、把占便宜当收益；2、把加班当作功绩；3、把告状当武器；4、把同事当空气,1,19273,73,25,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487447&idx=1&sn=7ac9b54e667ee30918bece2af1eb8960&chksm=eb743f5dd87f9f6c55fa463740a714e6e07848222c38188ad76d450824783cadd745860be016&scene=126&sessionid=0#rd
2024-06-20 21:16:17,在单位，请远离这四种“垃圾同事”：1、爱打小报告；2、负能量爆棚；3、遇事就甩锅，有功劳就蹭；4、让人帮忙理所当然,1,19009,86,21,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487950&idx=1&sn=e102c339033c6d6b24ae2397eb0a3c7c&chksm=ebbdfed20f738c03f56fbe30ebe078d7b1f49f3c5b637e257afa7ce586212e13a56d537aa9ac&scene=126&sessionid=0#rd
2024-05-23 21:10:00,单位上，领导喜欢你的原因，有4点最真实，其它都是扯淡：1、你办事靠谱；2、你会来事儿；3、你尊重领导；4、你手握重要的资源,1,18882,60,20,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487436&idx=1&sn=cacd598a0dded3bee960319af907d7a3&chksm=ebedb3240f15d49566414ac0f407c7a35fba1621b90baf6f36c1893e4924db04adcc3057f085&scene=126&sessionid=0#rd
2024-05-30 21:14:00,单位里，被领导重用的女生往往有这些共性：1、懂得表忠心；2、待人接物很大方；3、善于解决问题；4、情绪稳定；5、汇报有一手,1,18341,81,29,http://mp.weixin.qq.com/s?__biz=MzI2NDY1MDU3OA==&mid=2247487653&idx=1&sn=211f05710d6ccf7178f0fc2587e88ef8&chksm=eb3537feb40f24b6de343c89ce867b5ee5d843f1c8e48f02a1460b87d43f5a3b38e79f24881f&scene=126&sessionid=0#rd
